所管,組織,項目1,項目2,令和3年度要求額(千円)
農林水産省,水産庁,水産業強化対策費,水産業強化対策推進交付金,94570.0
農林水産省,水産庁,海岸事業調査諸費,職員旅費,2071.0
農林水産省,水産庁,海岸事業調査諸費,庁費,2816.0
農林水産省,水産庁,水産基盤整備事業工事諸費,職員旅費,40646.0
農林水産省,水産庁,水産基盤整備事業工事諸費,庁費,15017.0
農林水産省,水産庁,漁港施設災害復旧事業費,漁港災害復旧費,81448.0
農林水産省,水産庁,漁港施設災害復旧事業費,漁港施設災害復旧事業費補助,1037000.0
農林水産省,水産庁,漁港施設災害関連事業費,漁港施設災害関連事業費補助,26000.0
農林水産省,水産庁,漁港施設災害関連事業費,後進地域特例法適用団体補助率差額,1000.0
経済産業省,経済産業本省,経済産業本省共通費,職員基本給,1.2620819E7
経済産業省,経済産業本省,経済産業本省共通費,職員諸手当,6826137.0
経済産業省,経済産業本省,経済産業本省共通費,超過勤務手当,2380621.0
経済産業省,経済産業本省,経済産業本省共通費,委員手当,77228.0
経済産業省,経済産業本省,経済産業本省共通費,非常勤職員手当,532075.0
経済産業省,経済産業本省,経済産業本省共通費,休職者給与,210033.0
経済産業省,経済産業本省,経済産業本省共通費,国際機関等派遣職員給与,395811.0
経済産業省,経済産業本省,経済産業本省共通費,短時間勤務職員給与,384219.0
経済産業省,経済産業本省,経済産業本省共通費,公務災害補償費,149067.0
経済産業省,経済産業本省,経済産業本省共通費,退職手当,5389148.0
経済産業省,経済産業本省,経済産業本省共通費,児童手当,105090.0
経済産業省,経済産業本省,経済産業本省共通費,諸謝金,116144.0
経済産業省,経済産業本省,経済産業本省共通費,職員旅費,1677177.0
経済産業省,経済産業本省,経済産業本省共通費,外国留学旅費,127361.0
経済産業省,経済産業本省,経済産業本省共通費,赴任旅費,54754.0
経済産業省,経済産業本省,経済産業本省共通費,委員等旅費,96319.0
経済産業省,経済産業本省,経済産業本省共通費,在外研究員旅費,62111.0
経済産業省,経済産業本省,経済産業本省共通費,庁費,3742491.0
経済産業省,経済産業本省,経済産業本省共通費,情報処理業務庁費,278938.0
経済産業省,経済産業本省,経済産業本省共通費,国会図書館支部庁費,7777.0
経済産業省,経済産業本省,経済産業本省共通費,産業廃棄物処理業務庁費,128552.0
経済産業省,経済産業本省,経済産業本省共通費,内外価格動向等調査費,26460.0
経済産業省,経済産業本省,経済産業本省共通費,市場競争環境評価調査費,9832.0
経済産業省,経済産業本省,経済産業本省共通費,各所修繕,104136.0
経済産業省,経済産業本省,経済産業本省共通費,自動車重量税,300.0
経済産業省,経済産業本省,経済産業本省共通費,産業経済研究委託費,830000.0
経済産業省,経済産業本省,経済産業本省共通費,国家公務員共済組合負担金,7749400.0
経済産業省,経済産業本省,経済産業本省共通費,基礎年金等国家公務員共済組合負担金,3099232.0
経済産業省,経済産業本省,経済産業本省共通費,育児休業手当金国家公務員共済組合負担金,1522.0
経済産業省,経済産業本省,経済産業本省共通費,国有資産所在市町村交付金,43406.0
経済産業省,経済産業本省,経済産業本省共通費,交際費,3247.0
経済産業省,経済産業本省,経済産業本省共通費,賠償償還及払戻金,881.0
経済産業省,経済産業本省,経済産業本省施設費,施設施工旅費,55.0
経済産業省,経済産業本省,経済産業本省施設費,施設施工庁費,28873.0
経済産業省,経済産業本省,経済産業本省施設費,施設整備費,2443240.0
経済産業省,経済産業本省,産業・事業新陳代謝促進費,中小企業新事業創出人材育成事業委託費,124998.0
経済産業省,経済産業本省,産業・事業新陳代謝促進費,中小企業新事業創出促進対策事業委託費,152512.0
経済産業省,経済産業本省,産業・事業新陳代謝促進費,女性活躍推進基盤整備事業委託費,0.0
経済産業省,経済産業本省,産業・事業新陳代謝促進費,女性活躍推進基盤整備事業費補助金,149996.0
経済産業省,経済産業本省,産業・事業新陳代謝促進費,株式会社日本政策金融公庫補助金,99731.0
経済産業省,経済産業本省,産業・事業新陳代謝促進費,中小企業新事業創出促進対策事業費補助金,902804.0
経済産業省,経済産業本省,産業・事業新陳代謝促進費,株式会社日本政策金融公庫出資金,100000.0
経済産業省,経済産業本省,独立行政法人経済産業研究所運営費,独立行政法人経済産業研究所運営費交付金,1790008.0
経済産業省,経済産業本省,技術革新促進・環境整備費,諸謝金,2165.0
経済産業省,経済産業本省,技術革新促進・環境整備費,職員旅費,14142.0
経済産業省,経済産業本省,技術革新促進・環境整備費,委員等旅費,3160.0
経済産業省,経済産業本省,技術革新促進・環境整備費,庁費,74188.0
経済産業省,経済産業本省,技術革新促進・環境整備費,産業技術調査等委託費,212244.0
経済産業省,経済産業本省,技術革新促進・環境整備費,中小企業新事業創出促進対策事業委託費,21993.0
経済産業省,経済産業本省,技術革新促進・環境整備費,産学連携推進事業委託費,0.0
経済産業省,経済産業本省,技術革新促進・環境整備費,中小企業新事業創出促進対策事業費補助金,1308285.0
経済産業省,経済産業本省,技術革新促進・環境整備費,産学連携推進事業費補助金,203446.0
経済産業省,経済産業本省,技術革新促進・環境整備費,産業技術実用化開発事業費補助金,549998.0
経済産業省,経済産業本省,登録免許税納付確認等事務費特許特別会計へ繰入,特許特別会計へ繰入,17713.0
経済産業省,経済産業本省,国立研究開発法人産業技術総合研究所運営費,国立研究開発法人産業技術総合研究所運営費交付金,6.1984113E7
経済産業省,経済産業本省,国立研究開発法人産業技術総合研究所施設整備費,国立研究開発法人産業技術総合研究所施設整備費補助金,498750.0
経済産業省,経済産業本省,国立研究開発法人新エネルギー・産業技術総合開発機構運営費,国立研究開発法人新エネルギー・産業技術総合開発機構一般勘定運営費交付金,1.4346911E7
経済産業省,経済産業本省,基準認証政策推進費,委員手当,13752.0
経済産業省,経済産業本省,基準認証政策推進費,非常勤職員手当,4087.0
経済産業省,経済産業本省,基準認証政策推進費,諸謝金,721.0
経済産業省,経済産業本省,基準認証政策推進費,職員旅費,1511.0
経済産業省,経済産業本省,基準認証政策推進費,産業標準審査検査等旅費,17186.0
経済産業省,経済産業本省,基準認証政策推進費,委員等旅費,10512.0
経済産業省,経済産業本省,基準認証政策推進費,庁費,60234.0
経済産業省,経済産業本省,基準認証政策推進費,計量士国家試験費,48160.0
経済産業省,経済産業本省,基準認証政策推進費,産業標準化推進事業委託費,2038528.0
経済産業省,経済産業本省,基準認証政策推進費,産業標準化推進事業費補助金,25000.0
経済産業省,経済産業本省,基準認証政策推進費,国際度量衡中央事務局等分担金,434051.0
経済産業省,経済産業本省,基準認証政策推進費,国際標準化機構拠出金,6868.0
経済産業省,経済産業本省,独立行政法人製品評価技術基盤機構運営費,独立行政法人製品評価技術基盤機構運営費交付金,7500000.0
経済産業省,経済産業本省,経済産業統計調査費,中小商工業等統計調査諸謝金,87.0
経済産業省,経済産業本省,経済産業統計調査費,商工鉱業統計調査諸謝金,372.0
経済産業省,経済産業本省,経済産業統計調査費,商工鉱業統計調査旅費,1325.0
経済産業省,経済産業本省,経済産業統計調査費,中小商工業等統計調査旅費,2338.0
経済産業省,経済産業本省,経済産業統計調査費,商工鉱業統計調査委員等旅費,319.0
経済産業省,経済産業本省,経済産業統計調査費,商工鉱業統計調査費,610806.0
経済産業省,経済産業本省,経済産業統計調査費,中小商工業等統計調査費,830639.0
経済産業省,経済産業本省,経済産業統計調査費,経済産業統計政策調査等委託費,75000.0
経済産業省,経済産業本省,ものづくり産業振興費,ものづくり産業等業務諸謝金,4000.0
経済産業省,経済産業本省,ものづくり産業振興費,職員旅費,30440.0
経済産業省,経済産業本省,ものづくり産業振興費,立入検査旅費,18563.0
経済産業省,経済産業本省,ものづくり産業振興費,委員等旅費,12093.0
経済産業省,経済産業本省,ものづくり産業振興費,ものづくり産業等業務庁費,83027.0
経済産業省,経済産業本省,ものづくり産業振興費,商工鉱業統計調査費,4144.0
経済産業省,経済産業本省,ものづくり産業振興費,アルコール流通管理等調査費,12769.0
経済産業省,経済産業本省,ものづくり産業振興費,アルコール流通管理等対策調査費,36084.0
経済産業省,経済産業本省,ものづくり産業振興費,中小企業支援調査委託費,233000.0
経済産業省,経済産業本省,ものづくり産業振興費,皮革産業振興対策調査等委託費,79983.0
経済産業省,経済産業本省,ものづくり産業振興費,産業技術研究開発委託費,138000.0
経済産業省,経済産業本省,ものづくり産業振興費,地方皮革産業振興対策事業費補助金,23212.0
経済産業省,経済産業本省,ものづくり産業振興費,皮革産業振興対策事業費補助金,298525.0
