行政区域コード,公共施設大分類,公共施設小分類,名称,所在地,管理者コード,原典資料名,Lon,Lat
13209,14,14004,町田警察署忠生駐在所,忠生4-24-1,2,数値地図,139.41339184,35.57976543
13209,14,14004,町田警察署南大谷駐在所,南大谷241-1,2,数値地図,
13209,14,14004,町田警察署野津田駐在所,野津田町922,2,数値地図,139.45430199,35.58876843
13211,14,14004,小平警察署小川駐在所,小川町1-1123,2,数値地図,139.46557067,35.72972140
13212,14,14004,日野警察署旭が丘駐在所,旭が丘5-8-7,2,数値地図画像,139.36416242,35.65740777
13212,14,14004,日野警察署宮駐在所,大字上田97-1,2,数値地図,136.83421219,35.26956113
13212,14,14004,日野警察署大坂上駐在所,大坂上2-7-3,2,数値地図画像,139.38722663,35.67495341
13212,14,14004,日野警察署滝合橋駐在所,東平山1-7-12,2,数値地図,139.37650885,35.64909785
13212,14,14004,日野警察署東光寺駐在所,栄町2-13-4,2,数値地図,139.97061316,35.68780924
13212,14,14004,日野警察署日野橋駐在所,大字日野1353-4,2,数値地図,139.40738869,35.67890065
13213,14,14004,東村山警察署廻田駐在所,廻田町4-16-2,2,数値地図,139.45036806,35.75846485
13213,14,14004,東村山警察署久米川駐在所,久米川町4-32-1,2,数値地図,139.47236572,35.76807842
13213,14,14004,東村山警察署青葉駐在所,青葉町1-7,2,数値地図,140.86702400,38.28262678
13213,14,14004,東村山警察署萩山駐在所,萩山町2-13-10,2,数値地図画像,139.47963281,35.74128715
13214,14,14004,小金井警察署共益駐在所,並木町2-33-15,2,数値地図,
13214,14,14004,小金井警察署元町駐在所,東元町2-10-21,2,数値地図,139.48353442,35.69384821
13214,14,14004,小金井警察署戸倉駐在所,戸倉3-47-6,2,数値地図,139.45090054,35.71040661
13215,14,14004,立川警察署東区駐在所,東3-10-7,2,数値地図,130.42677750,33.58615236
13218,14,14004,福生警察署下福生駐在所,牛浜45,2,数値地図,139.33084890,35.73397581
13218,14,14004,福生警察署上福生駐在所,大字福生1200-2,2,数値地図画像,139.31942433,35.74476305
13218,14,14004,福生警察署中福生駐在所,大字福生434-6,2,数値地図,139.32463537,35.73626147
13218,14,14004,福生警察署南田園駐在所,南田園2-7-2,2,数値地図,
13220,14,14004,東大和警察署芋窪駐在所,芋窪3-1715,2,数値地図,139.41290478,35.75591423
13220,14,14004,東大和警察署高木駐在所,高木2-172-3,2,数値地図,139.43751935,35.75327897
13220,14,14004,東大和警察署蔵敷駐在所,蔵敷1-476-3,2,数値地図,139.42131791,35.75387020
13220,14,14004,東大和警察署村山貯水池駐在所,多摩湖4-683,2,数値地図,139.43934953,35.75964217
13221,14,14004,東村山警察署下清戸駐在所,下清戸1-269-2,2,数値地図,139.53726811,35.77920632
13221,14,14004,東村山警察署竹丘駐在所,竹丘1-11-65,2,数値地図,139.51154581,35.76520468
13221,14,14004,東村山警察署中清戸駐在所,中清戸1-533-2,2,数値地図,139.52527480,35.77883390
13221,14,14004,東村山警察署中里駐在所,中里3-981,2,数値地図,139.51649235,35.78456628
13221,14,14004,東村山警察署梅園駐在所,梅園1-1-1,2,数値地図,140.13730232,36.06083848
13222,14,14004,田無警察署下里駐在所,下里4-1-45,2,数値地図,139.50071653,35.75397516
13222,14,14004,田無警察署学園前駐在所,学園町2-6-1,2,数値地図,139.53690235,35.75140682
13223,14,14004,東大和警察署残堀駐在所,伊奈平6-37-4,2,数値地図,139.37177582,35.74347293
13224,14,14004,多摩中央警察署桜ヶ丘駐在所,桜ヶ丘4-1-1,2,数値地図,130.51426188,31.55365663
13224,14,14004,多摩中央警察署聖ヶ丘駐在所,聖ヶ丘2-20-5,2,数値地図,139.45724167,35.63203802
13224,14,14004,多摩中央警察署唐木田駅前駐在所,唐木田1-1-10,2,数値地図画像,139.41172406,35.61560271
13224,14,14004,多摩中央警察署北貝取駐在所,貝取1-403のロ,2,数値地図,
13224,14,14004,多摩中央警察署落合六丁目駐在所,落合6-3-1,2,数値地図,139.42447314,35.61193957
13224,14,14004,多摩中央警察署連光寺駐在所,連光寺3-1-7,2,数値地図,139.45779669,35.64519198
13224,14,14004,多摩中央警察署和田駐在所,和田39-2,2,数値地図,139.65733635,35.69572734
13225,14,14004,多摩中央警察署向陽台駐在所,向陽台3-7-4,2,数値地図,139.48735858,35.63978553
13225,14,14004,多摩中央警察署坂浜駐在所,坂浜403,2,数値地図,139.48860125,35.62764913
13225,14,14004,多摩中央警察署長峰駐在所,長峰2-2-1,2,数値地図,139.48504554,35.63114816
13225,14,14004,多摩中央警察署東長沼駐在所,東長沼602-2,2,数値地図,
13225,14,14004,多摩中央警察署百村駐在所,百村66-1,2,数値地図,139.49824982,35.63878934
13227,14,14004,福生警察署羽村西駐在所,羽加美4-2-7,2,数値地図,139.30014193,35.76579899
13227,14,14004,福生警察署羽駐在所,羽中1-6-32,2,数値地図画像,139.30999122,35.76200245
13227,14,14004,福生警察署五ノ神駐在所,五ノ神2-11-13,2,数値地図,139.32259301,35.76049466
13228,14,14004,五日市警察署伊奈駐在所,伊奈1569,2,数値地図,139.24386752,35.72911315
13228,14,14004,五日市警察署戸倉駐在所,戸倉728-7,2,数値地図画像,139.20103967,35.73026312
13228,14,14004,五日市警察署山田駐在所,山田569-23,2,数値地図,
13228,14,14004,五日市警察署小宮駐在所,乙津488-1,2,数値地図,139.18347957,35.73083462
13228,14,14004,五日市警察署留原駐在所,留原266-2,2,数値地図,139.23191370,35.72273997
13228,14,14004,福生警察署小川駐在所,小川821-1,2,数値地図画像,139.27277163,36.05666184
13228,14,14004,福生警察署菅生駐在所,菅生551,2,数値地図,139.29006024,35.74193199
13228,14,14004,福生警察署草花駐在所,草花3063-1,2,数値地図,
13228,14,14004,福生警察署二宮駐在所,二宮2213-1,2,数値地図,
13228,14,14004,福生警察署野辺駐在所,野辺1140,2,数値地図,139.30664827,35.72378475
13228,14,14004,福生警察署油平駐在所,油平240-4,2,数値地図,139.28705001,35.72250637
13228,14,14004,福生警察署渕上駐在所,渕上196-1,2,数値地図,139.27370399,35.72568894
13229,14,14004,田無警察署下保谷駐在所,下保谷2-4-17,2,数値地図,139.55902003,35.75247106
13303,14,14004,福生警察署元狭山駐在所,大字駒形富士山495,2,数値地図,139.35490316,35.78645352
13303,14,14004,福生警察署石畑上駐在所,大字石畑7-2,2,数値地図,139.35451226,35.76831120
13303,14,14004,福生警察署石畑駐在所,大字石畑1602-1,2,数値地図,
13303,14,14004,福生警察署長岡駐在所,長岡1-47-1,2,数値地図,139.33315825,35.77774853
13303,14,14004,福生警察署箱根ヶ崎駐在所,大字箱根ヶ崎236-1,2,数値地図,139.34990422,35.77104411
13303,14,14004,福生警察署箱根ヶ崎北駐在所,大字箱根ヶ崎122-2,2,数値地図,
13303,14,14004,福生警察署武蔵野駐在所,大字石畑669,2,数値地図,
13305,14,14004,五日市警察署細尾駐在所,大字大久野3130,2,数値地図,139.22090590,35.75682836
13305,14,14004,五日市警察署坂本駐在所,大字大久野6985,2,数値地図,139.24029996,35.75060824
13305,14,14004,五日市警察署平井駐在所,大字平井1214-3,2,数値地図,139.26813172,35.74062872
13305,14,14004,五日市警察署堀口橋駐在所,大字大久野2220-3,2,数値地図,139.23409223,35.74478994
13305,14,14004,五日市警察署本宿駐在所,平井字東本宿2038-3,2,数値地図画像,
13307,14,14004,五日市警察署小沢駐在所,3769,2,数値地図,138.58251179,36.34165666
13307,14,14004,五日市警察署上元郷駐在所,469,2,数値地図,138.92927010,36.50931384
13307,14,14004,五日市警察署南郷駐在所,1139,2,数値地図,139.98836530,35.86539326
13308,14,14004,青梅警察署海沢駐在所,海沢811-9,2,数値地図画像,139.10880576,35.80223119
13308,14,14004,青梅警察署境駐在所,境50,2,数値地図,137.11353257,34.87929341
13308,14,14004,青梅警察署原駐在所,原62-4,2,数値地図,139.53403211,35.45325554
13308,14,14004,青梅警察署古里駐在所,小丹波109-4,2,数値地図,139.14961598,35.81563258
13308,14,14004,青梅警察署小河内駐在所,原5,2,数値地図,140.44847137,37.83643548
13308,14,14004,青梅警察署川井駐在所,川井160-3,2,数値地図,139.16579271,35.81258259
13308,14,14004,青梅警察署川野駐在所,留浦1212,2,数値地図,139.01587219,35.78316521
13308,14,14004,青梅警察署栃久保駐在所,氷川1801,2,数値地図,139.09440814,35.81273379
13308,14,14004,青梅警察署日原駐在所,日原721,2,数値地図,139.04381358,35.84118812
13308,14,14004,青梅警察署鳩の巣駐在所,棚澤379-3,2,数値地図画像,139.12917874,35.81501530
13361,14,14004,大島警察署岡田駐在所,岡田1,2,数値地図,137.32804656,35.13797689
13361,14,14004,大島警察署下地駐在所,差木地字クダッチ1013-21,2,数値地図,
13361,14,14004,大島警察署間伏駐在所,野増字間伏ミヤノブ,2,数値地図,
13361,14,14004,大島警察署差木地駐在所,差木地4,2,数値地図,139.42174805,34.68621939
13361,14,14004,大島警察署泉津駐在所,泉津28-18,2,数値地図,139.41378338,34.78320551
13361,14,14004,大島警察署大島南部駐在所,差木地字クダッチ,2,数値地図,139.43204998,34.68239213
13361,14,14004,大島警察署大島北部駐在所,岡田字川の道71-4,2,数値地図,139.39106046,34.78512439
13361,14,14004,大島警察署波浮港駐在所,波浮港16,2,数値地図画像,139.44191819,34.68818335
13361,14,14004,大島警察署北の山駐在所,元町字地の岡65-104,2,数値地図,139.36358559,34.77519175
13361,14,14004,大島警察署野増駐在所,野増ヲワナ256-1,2,数値地図,139.35470752,34.72826635
13362,14,14004,大島警察署利島村駐在所,315,2,数値地図,139.70862374,35.69666226
13363,14,14004,新島警察署式根島駐在所,式根島211-1,2,数値地図,139.22222964,34.32765725
13363,14,14004,新島警察署若郷駐在所,本村若郷6-11,2,数値地図,
13364,14,14004,新島警察署神津島南駐在所,1091,2,数値地図,135.52305323,34.52814469
13364,14,14004,新島警察署神津島北駐在所,125,2,数値地図,136.90501494,35.16721982
13381,14,14004,三宅島警察署阿古駐在所,阿古672,2,数値地図,139.48071917,34.07146006
13381,14,14004,三宅島警察署伊ヶ谷駐在所,伊ヶ谷500,2,数値地図,139.49253117,34.09858776
13381,14,14004,三宅島警察署伊豆駐在所,伊豆1037,2,数値地図,139.50074363,34.11453052
13381,14,14004,三宅島警察署神着駐在所,神着898,2,数値地図,139.52802142,34.12153880
13381,14,14004,三宅島警察署坪田駐在所,坪田3121,2,数値地図,139.54283369,34.05878244
13382,14,14004,三宅島警察署御蔵島駐在所,,2,数値地図,
13401,14,14004,八丈島警察署樫立駐在所,樫立370,2,数値地図,139.79549166,33.07119735
13401,14,14004,八丈島警察署三根駐在所,三根1037-3,2,数値地図画像,139.80302904,33.12442767
13401,14,14004,八丈島警察署川向駐在所,三根1778-2,2,数値地図,139.80207413,33.11638695
13401,14,14004,八丈島警察署大賀郷駐在所,大賀郷2431-3,2,数値地図,139.78519843,33.10698144
13401,14,14004,八丈島警察署中之郷駐在所,中之郷2136-2,2,数値地図,139.80972967,33.06658758
13401,14,14004,八丈島警察署末吉駐在所,末吉2631,2,数値地図,139.85290796,33.08364048
13402,14,14004,八丈島警察署青ヶ島村駐在所,無番地,2,数値地図,141.30990719,38.50641065
13421,14,14004,小笠原警察署母島駐在所,母島字元地,2,数値地図,142.16160526,26.63986489
13101,14,14005,丸の内警察署桔梗門警備派出所,皇居外苑3-1,2,数値地図画像,139.76121391,35.68308424
13101,14,14005,丸の内警察署皇居前警備派出所,皇居外苑2-1,2,数値地図,139.75642542,35.68252028
13101,14,14005,丸の内警察署桜田門警備派出所,皇居外苑1-1,2,数値地図画像,139.75550899,35.67786798
13101,14,14005,麹町警察署乾門警備派出所,北の丸公園1-1,2,数値地図,139.74949505,35.69242180
13101,14,14005,麹町警察署参議院議長公邸警備派出所,永田町2-18-1,2,数値地図画像,139.73798549,35.67776200
13101,14,14005,麹町警察署衆議院議長公邸警備派出所,永田町2-18-1,2,数値地図画像,139.73798549,35.67776200
13101,14,14005,麹町警察署千鳥ヶ淵警備派出所,北の丸公園1-2,2,数値地図画像,139.74540388,35.68827492
13101,14,14005,麹町警察署半蔵門警備派出所,麹町1-2-1,2,数値地図,139.74450968,35.68398648
13102,14,14005,中央警察署東京証券取引所警備派出所,日本橋兜町1-2-1,2,数値地図画像,
13102,14,14005,中央警察署日本銀行警備派出所,日本橋本石町2-1-1,2,数値地図画像,139.77134092,35.68687577
13102,14,14005,東京水上警察署隈田川水上派出所,東日本橋2-28-2,2,数値地図画像,139.78785449,35.69484204
13103,14,14005,赤坂警察署東宮御所警備派出所,元赤坂2-2-21,2,数値地図画像,139.72120920,35.67740888
13103,14,14005,赤坂警察署米国大使館警備派出所,赤坂1-10-6先,2,数値地図画像,139.74375477,35.66897977
13103,14,14005,東京水上警察署日の出ふ頭水上派出所,海岸2-7-68,2,数値地図,139.75909864,35.64833243
13103,14,14005,麻布警察署狸穴警備派出所,麻布台1-8-12,2,数値地図画像,139.74146643,35.65994459
13103,14,14005,麻布警察署中国大使館警備派出所,南麻布5-6-1,2,数値地図画像,139.72625689,35.65409485
13104,14,14005,四谷警察署南元町警備派出所,若葉町1-23,2,数値地図画像,139.58142724,35.65774352
13105,14,14005,富坂警察署東京ドーム警備派出所,後楽1-3-61,2,数値地図,139.75272149,35.70486136
13108,14,14005,東京水上警察署豊洲運河水上派出所,豊洲4-10-7,2,数値地図,139.80392230,35.65322755
13111,14,14005,東京水上警察署羽田水上派出所,羽田空港1-13-2,2,数値地図,139.75393140,35.56026340
13123,14,14005,東京水上警察署中川水上派出所,船堀2-1-4,2,数値地図画像,139.85631147,35.68300567
13201,14,14005,高尾警察署多摩御陵警備派出所,長房町1340,2,数値地図,139.28547508,35.64884289
13228,14,14005,福生警察署秋多警備派出所,菅生1631,2,数値地図画像,139.28416302,35.75851884
13361,14,14005,大島警察署外輪山警備派出所,元町字上山,2,数値地図画像,139.37924529,34.77274243
13401,14,14005,八丈島警察署空港警備派出所,大賀郷2839-2,2,数値地図画像,139.78372564,33.11661631
13206,14,14006,警視庁警察学校,朝日町3-15-1,2,数値地図画像,139.51959904,35.66842156
13101,15,15001,東京消防庁,大手町1-3-5,3,数値地図,139.76171649,35.68855310
13222,15,15001,東久留米市消防本部,幸町3-4-34,3,数値地図,
13225,15,15001,稲城市消防本部,東長沼2111,3,数値地図,139.50426905,35.63795935
13361,15,15001,大島町消防本部,元町字北の山270-2,3,数値地図画像,139.36160239,34.77908570
13381,15,15001,三宅村消防本部,坪田1378,3,数値地図画像,139.55850383,34.07199247
13401,15,15001,八丈町消防本部,大賀郷2928-2,3,数値地図,139.78966139,33.11480026
13101,15,15002,丸の内消防署,大手町1-3-5,3,数値地図,139.76171649,35.68855310
13101,15,15002,丸の内消防署有楽町出張所,有楽町1-9-2,3,数値地図,139.76018924,35.67544059
13101,15,15002,麹町消防署,麹町1-12,3,数値地図,139.74385693,35.68478637
13101,15,15002,麹町消防署永田町出張所,永田町1-8-3,3,数値地図,139.74596253,35.67890096
13101,15,15002,麹町消防署九段出張所,九段南2-2-17,3,数値地図,139.74775343,35.69451875
13101,15,15002,神田消防署,外神田4-14-3,3,数値地図画像,139.77298213,35.70144094
13101,15,15002,神田消防署駿河台出張所,神田小川町3-8,3,数値地図,139.76170513,35.69580787
13101,15,15002,神田消防署鍛治町出張所,鍛冶町2-3-2,3,数値地図,139.77210748,35.69128922
13102,15,15002,京橋消防署,京橋3-14-1,3,数値地図,139.77229105,35.67438547
13102,15,15002,京橋消防署銀座出張所,銀座7-11-17,3,数値地図,139.76391696,35.66864977
13102,15,15002,京橋消防署築地出張所,明石町1-27,3,数値地図,139.77538267,35.66856397
13102,15,15002,日本橋消防署,日本橋兜町14-12,3,数値地図,139.77756830,35.68012945
13102,15,15002,日本橋消防署人形町出張所,日本橋人形町2-27-8,3,数値地図,139.78496853,35.68758724
13102,15,15002,日本橋消防署浜町出張所,日本橋浜町3-45-12,3,数値地図,139.79193585,35.68543776
13102,15,15002,日本橋消防署堀留出張所,日本橋堀留町1-2-6,3,数値地図,139.77863520,35.68851472
13102,15,15002,臨港消防署,勝どき5-1-23,3,数値地図,
13102,15,15002,臨港消防署月島出張所,勝どき4-5-14,3,数値地図,
13103,15,15002,高輪消防署,白金2-4-12,3,数値地図,139.73280676,35.64102426
13103,15,15002,高輪消防署港南出張所,港南5-8-34,3,数値地図,139.75542737,35.63335083
13103,15,15002,高輪消防署三光出張所,白金5-12-11,3,数値地図,139.72410464,35.64519027
13103,15,15002,高輪消防署二本榎出張所,高輪2-6-17,3,数値地図,139.73326523,35.63573042
13103,15,15002,芝消防署,新橋6-18-15,3,数値地図,139.75227657,35.66110030
13103,15,15002,芝消防署三田出張所,三田2-15-53,3,数値地図,139.74171126,35.64834310
13103,15,15002,芝消防署芝浦出張所,海岸3-4-14,3,数値地図,139.75275236,35.63893896
13103,15,15002,赤坂消防署,南青山2-16-9,3,数値地図,139.72089846,35.66904590
13103,15,15002,赤坂消防署新町出張所,赤坂6-17-6,3,数値地図,139.73361400,35.66894342
13103,15,15002,麻布消防署,元麻布3-4-42,3,数値地図,139.72731501,35.65713344
13103,15,15002,麻布消防署飯倉出張所,東麻布1-30-5,3,数値地図,139.74256373,35.65498682
13104,15,15002,牛込消防署,筑土八幡町5-16,3,数値地図,139.73942046,35.70355644
13104,15,15002,牛込消防署早稲田出張所,早稲田鶴巻町504-6,3,数値地図,139.72463835,35.70611690
13104,15,15002,四谷消防署,四谷3-10,3,数値地図,139.71966170,35.68812154
13104,15,15002,四谷消防署新宿御苑出張所,新宿1-8-3,3,数値地図,139.71140686,35.68867961
13104,15,15002,新宿消防署,百人町3-29-4,3,数値地図,139.69480760,35.70692989
13104,15,15002,新宿消防署戸塚出張所,大久保3-14-26,3,数値地図,139.70864245,35.70824401
13104,15,15002,新宿消防署西新宿出張所,西新宿3-7-38,3,数値地図,139.68985887,35.68611269
13104,15,15002,新宿消防署大久保出張所,新宿6-27-43,3,数値地図,139.70857065,35.69758688
13104,15,15002,新宿消防署落合出張所,中落合3-7-1,3,数値地図,139.69031855,35.72060598
13105,15,15002,小石川消防署,白山3-3-1,3,数値地図,139.74281407,35.71909650
13105,15,15002,小石川消防署大塚出張所,大塚4-45-14,3,数値地図,139.73183716,35.72192089
13105,15,15002,小石川消防署老松出張所,目白台1-20-14,3,数値地図,
13105,15,15002,本郷消防署,本郷7-1-11,3,数値地図,139.76294618,35.70785938
13105,15,15002,本郷消防署駒込出張所,本駒込3-1-7,3,数値地図,139.75372689,35.72564337
13105,15,15002,本郷消防署根津出張所,弥生1-2-19,3,数値地図,139.75987100,35.72053580
13106,15,15002,上野消防署,東上野5-2-9,3,数値地図,139.78102564,35.71212063
13106,15,15002,上野消防署下谷出張所,下谷2-13-1,3,数値地図,139.78376115,35.72172268
13106,15,15002,上野消防署谷中出張所,谷中1-1-25,3,数値地図,139.76860110,35.71996957
13106,15,15002,浅草消防署,駒形1-5-8,3,数値地図,139.79411120,35.70742686
13106,15,15002,浅草消防署浅草橋出張所,浅草橋3-10-5,3,数値地図,139.78407070,35.70140513
13106,15,15002,日本堤消防署,千束4-1-1,3,数値地図,139.79802350,35.72341423
13106,15,15002,日本堤消防署今戸出張所,今戸2-33-3,3,数値地図,139.80465167,35.72225695
13106,15,15002,日本堤消防署二天門出張所,浅草2-35-9,3,数値地図,139.79778247,35.71420961
13107,15,15002,向島消防署,東向島6-22-3,3,数値地図,139.81996685,35.72356599
13107,15,15002,向島消防署墨田出張所,墨田5-16-2,3,数値地図,139.81812479,35.73722810
13107,15,15002,向島消防署立花出張所,立花5-9-3,3,数値地図,139.82883215,35.71501617
13107,15,15002,本所消防署,横川4-6-6,3,数値地図,139.81518733,35.70394926
13107,15,15002,本所消防署小梅出張所,向島3-36-12,3,数値地図,139.81073928,35.71302963
13107,15,15002,本所消防署東駒形出張所,東駒形3-5-8,3,数値地図,139.80432123,35.70638533
13107,15,15002,本所消防署緑出張所,緑4-1-8,3,数値地図,139.80682821,35.69285905
13108,15,15002,城東消防署,亀戸6-42-9,3,数値地図,139.83187688,35.69659257
13108,15,15002,城東消防署砂町出張所,北砂4-7-40,3,数値地図,139.82848072,35.67706144
13108,15,15002,城東消防署大島出張所,大島5-46-5,3,数値地図,139.83703769,35.68973515
13108,15,15002,城東消防署東砂出張所,東砂7-11-15,3,数値地図画像,139.84004635,35.67227063
13108,15,15002,深川消防署,木場3-18-10,3,数値地図,139.80605824,35.67303651
13108,15,15002,深川消防署永代出張所,永代2-12-3,3,数値地図,139.79152619,35.67367779
13108,15,15002,深川消防署枝川出張所,枝川3-2-1,3,数値地図,139.80793287,35.65955473
13108,15,15002,深川消防署森下出張所,森下5-1-4,3,数値地図,139.80660362,35.68487124
13108,15,15002,深川消防署豊洲出張所,豊洲2-2-3,3,数値地図,139.79504531,35.65561873
13108,15,15002,深川消防署有明分署,有明3-1-15,3,数値地図,139.78666803,35.62903348
13109,15,15002,荏原消防署,平塚3-16-20,3,数値地図,139.71050956,35.61458238
13109,15,15002,荏原消防署旗の台出張所,旗の台6-24-11,3,数値地図画像,139.69999964,35.60583323
13109,15,15002,荏原消防署戸越出張所,戸越5-20-15,3,数値地図,139.71875903,35.60836654
13109,15,15002,荏原消防署小山出張所,小山5-12-11,3,数値地図,139.70226024,35.61605712
13109,15,15002,大井消防署,東大井3-6-12,3,数値地図画像,139.74011309,35.60360949
13109,15,15002,大井消防署滝王子出張所,大井5-17-9,3,数値地図,139.72811697,35.59829303
13109,15,15002,大井消防署八潮出張所,八潮5-8-3,3,数値地図,139.75154312,35.59707469
13109,15,15002,品川消防署,北品川3-7-31,3,数値地図画像,139.73974872,35.61715505
13109,15,15002,品川消防署五反田出張所,西五反田7-25-14,3,数値地図,139.71847539,35.62000415
13109,15,15002,品川消防署大崎出張所,西品川1-7-9,3,数値地図画像,139.73161617,35.61358855
13109,15,15002,品川消防署東品川出張所,東品川3-32-12,3,数値地図,139.75067300,35.61330587
13110,15,15002,目黒消防署,目黒本町2-25-13,3,数値地図画像,
13110,15,15002,目黒消防署大岡山出張所,大岡山1-37-15,3,数値地図,139.67985396,35.61150435
13110,15,15002,目黒消防署中目黒出張所,上目黒2-9-14,3,数値地図,139.70008466,35.64190963
13110,15,15002,目黒消防署八雲出張所,八雲3-29-14,3,数値地図,139.66394399,35.61539229
13110,15,15002,目黒消防署碑文谷出張所,碑文谷2-11-14,3,数値地図,139.68586140,35.62331424
13111,15,15002,蒲田消防署,蒲田本町2-28-1,3,数値地図,139.71980025,35.55571767
13111,15,15002,蒲田消防署羽田出張所,本羽田3-1-2,3,数値地図,139.73369429,35.54900264
13111,15,15002,蒲田消防署空港分署,羽田空港1-1-2,3,数値地図,139.75403511,35.54873192
13111,15,15002,蒲田消防署六郷出張所,南六郷2-33-5,3,数値地図,139.72140365,35.54613318
13111,15,15002,大森消防署,大森東1-32-8,3,数値地図,139.73934487,35.57880154
13111,15,15002,大森消防署山谷出張所,大森西5-17-25,3,数値地図,139.72776546,35.57041592
13111,15,15002,大森消防署市野倉出張所,中央8-1-14,3,数値地図,139.71156380,35.57490662
13111,15,15002,大森消防署森ヶ崎出張所,大森南2-4-8,3,数値地図,139.74437055,35.56364285
13111,15,15002,大森消防署馬込出張所,南馬込1-53-4,3,数値地図,139.71149080,35.59067681
13111,15,15002,田園調布消防署,雪谷大塚町13-22,3,数値地図,139.67754429,35.58987668
13111,15,15002,田園調布消防署久が原出張所,久が原2-16-3,3,数値地図,139.69571492,35.58247485
13111,15,15002,田園調布消防署雪谷出張所,東雪谷4-4-1,3,数値地図,139.69178971,35.59427051
13111,15,15002,矢口消防署,多摩川2-5-20,3,数値地図,139.69920244,35.55955357
13111,15,15002,矢口消防署下丸子出張所,下丸子3-22-8,3,数値地図,139.68570627,35.56820527
13111,15,15002,矢口消防署西蒲田出張所,西蒲田7-33-1,3,数値地図,139.71178113,35.56335265
13111,15,15002,矢口消防署西六郷出張所,西六郷4-1-3,3,数値地図,139.70735519,35.54464186
13112,15,15002,玉川消防署,中町3-1-19,3,数値地図,139.64861478,35.61481147
13112,15,15002,玉川消防署奥沢出張所,奥沢3-29-3,3,数値地図,139.67259117,35.60157763
13112,15,15002,玉川消防署新町出張所,新町1-22-11,3,数値地図,139.29601656,35.78837403
13112,15,15002,玉川消防署用賀出張所,玉川台1-13-10,3,数値地図,
13112,15,15002,世田谷消防署,三軒茶屋2-33-21,3,数値地図,139.66632363,35.64086729
13112,15,15002,世田谷消防署宮の坂出張所,宮坂2-15-3,3,数値地図,139.64056432,35.65106543
13112,15,15002,世田谷消防署三宿出張所,三宿1-14-5,3,数値地図画像,139.67588097,35.64638910
13112,15,15002,世田谷消防署松原出張所,松原6-26-21,3,数値地図,139.65184092,35.65899536
13112,15,15002,世田谷消防署上北沢出張所,上北沢1-14-2,3,数値地図,139.62810665,35.66273041
13112,15,15002,世田谷消防署北沢出張所,北沢2-3-11,3,数値地図,139.66868112,35.66012345
13112,15,15002,成城消防署,成城1-21-14,3,数値地図,139.60114602,35.63559692
13112,15,15002,成城消防署烏山出張所,南烏山6-14-12,3,数値地図,139.59643116,35.66817603
13112,15,15002,成城消防署千歳出張所,千歳台4-29-9,3,数値地図,139.61258854,35.65900815
13113,15,15002,渋谷消防署,神南1-8-3,3,数値地図,139.70120594,35.66434046
13113,15,15002,渋谷消防署恵比寿出張所,恵比寿4-19-24,3,数値地図画像,139.71316961,35.64389022
13113,15,15002,渋谷消防署原宿出張所,代々木1-2-15,3,数値地図,139.70234689,35.68000816
13113,15,15002,渋谷消防署松濤出張所,松濤1-25-14,3,数値地図,139.69198749,35.65942690
13113,15,15002,渋谷消防署代々木出張所,本町1-6-6,3,数値地図,139.68463177,35.68044099
13113,15,15002,渋谷消防署富ヶ谷出張所,富ヶ谷1-29-17,3,数値地図,139.68814317,35.66481787
13114,15,15002,中野消防署,中央3-25-3,3,数値地図,139.67347094,35.69798310
13114,15,15002,中野消防署宮園出張所,中央2-18-24,3,数値地図,139.68262284,35.69991369
13114,15,15002,中野消防署東中野出張所,上高田1-3-1,3,数値地図,139.67889503,35.70861813
13114,15,15002,中野消防署南中野出張所,南台2-47-8,3,数値地図,
13114,15,15002,野方消防署,丸山2-21-1,3,数値地図,139.98956775,35.74923225
13114,15,15002,野方消防署江古田出張所,江古田2-2-7,3,数値地図,139.66865076,35.72532428
13114,15,15002,野方消防署鷺宮出張所,鷺宮5-24-25,3,数値地図,139.63185099,35.72708146
13114,15,15002,野方消防署大和出張所,大和町2-2-15,3,数値地図画像,139.65351361,35.71517499
13115,15,15002,荻窪消防署下井草出張所,下井草3-30-10,3,数値地図,139.62418238,35.72243177
13115,15,15002,荻窪消防署久我山出張所,久我山2-11-7,3,数値地図,139.59860268,35.68431315
13115,15,15002,荻窪消防署天沼出張所,天沼1-46-4,3,数値地図,139.62827424,35.71165526
13115,15,15002,杉並消防署,阿佐谷南3-4-3,3,数値地図,139.63363264,35.70049557
13115,15,15002,杉並消防署阿佐ヶ谷出張所,阿佐谷北4-29-10,3,数値地図,139.63813446,35.71297206
13115,15,15002,杉並消防署永福出張所,下高井戸2-21-37,3,数値地図,139.64151925,35.66907172
13115,15,15002,杉並消防署高井戸出張所,高井戸東3-32-2,3,数値地図,139.61916769,35.68648015
13115,15,15002,杉並消防署高円寺出張所,高円寺南5-20-8,3,数値地図,139.65514457,35.70290141
13115,15,15002,杉並消防署馬橋出張所,高円寺南3-8-1,3,数値地図,139.64420130,35.69797116
13115,15,15002,杉並消防署堀ノ内出張所,堀ノ内2-12-17,3,数値地図,139.65513687,35.68793379
13115,15,15002,萩窪消防署,桃井3-4-1,3,数値地図,139.60616214,35.71161858
13115,15,15002,萩窪消防署西萩出張所,西萩南2-2-4,3,数値地図,
13116,15,15002,池袋消防署,西池袋2-37-8,3,数値地図,139.70688904,35.72796675
