行政区域コード,公共施設大分類,公共施設小分類,名称,所在地,管理者コード,原典資料名,Lon,Lat
13117,18,18003,王子本町郵便局,王子本町1-2-11,0,数値地図,139.73494120,35.75277573
13117,18,18003,十条仲原郵便局,十条仲原1-22-1,0,数値地図,139.72055308,35.76313531
13117,18,18003,上十条四郵便局,上十条4-17-8,0,数値地図画像,139.71442028,35.76261576
13117,18,18003,上十条郵便局,上十条1-2-18,0,数値地図,139.72583340,35.75839155
13117,18,18003,西ヶ原四郵便局,西ヶ原4-1-3,0,数値地図,139.73984678,35.74194094
13117,18,18003,西ヶ原郵便局,西ヶ原3-2-1,0,数値地図,139.74295473,35.74491563
13117,18,18003,赤羽駅前郵便局,赤羽西1-33-13,0,数値地図,139.71764163,35.77776115
13117,18,18003,赤羽岩淵駅前郵便局,赤羽1-55-9,0,数値地図画像,139.72105512,35.78314928
13117,18,18003,赤羽西四郵便局,赤羽西4-44-1,0,数値地図,139.71412827,35.77160630
13117,18,18003,赤羽西二郵便局,赤羽西2-2-5,0,数値地図画像,139.72159151,35.77215367
13117,18,18003,赤羽西六郵便局,赤羽西6-17-13,0,数値地図画像,139.70474838,35.77482227
13117,18,18003,赤羽台郵便局,赤羽台1-6-52-104,0,数値地図,
13117,18,18003,赤羽二郵便局,赤羽2-28-12,0,数値地図,139.72625196,35.78008603
13117,18,18003,赤羽北二郵便局,赤羽北2-13-16,0,数値地図画像,139.70735343,35.78482647
13117,18,18003,滝野川三郵便局,滝野川3-79-5,0,数値地図,139.72835014,35.75137574
13117,18,18003,滝野川郵便局,滝野川6-28-5,0,数値地図,139.72456744,35.74391539
13117,18,18003,滝野川六郵便局,滝野川6-76-1,0,数値地図,139.72296464,35.74757605
13117,18,18003,中十条郵便局,中十条2-12-4,0,数値地図,139.72612767,35.76218279
13117,18,18003,中里郵便局,中里2-1-5,0,数値地図,139.74941287,35.73799174
13117,18,18003,田端郵便局,田端5-7-11,0,数値地図,139.75823447,35.73816994
13117,18,18003,東十条駅前郵便局,東十条2-14-5,0,数値地図,139.72905514,35.76379101
13117,18,18003,東十条郵便局,東十条4-13-9,0,数値地図,139.72756899,35.76729610
13117,18,18003,東十条六郵便局,東十条6-7-8,0,数値地図,139.72576617,35.77199269
13117,18,18003,東田端郵便局,東田端2-10-4,0,数値地図,139.76087028,35.74094475
13117,18,18003,飛鳥山前郵便局,滝野川2-1-10,0,数値地図,139.73697721,35.75093431
13117,18,18003,北桐ケ丘郵便局,桐ヶ丘2-7-27,0,数値地図,139.70771188,35.77940227
13117,18,18003,北志茂一郵便局,志茂1-3-9,0,数値地図,139.73072948,35.77628392
13117,18,18003,北志茂郵便局,志茂4-16-6,0,数値地図,139.73104042,35.78168035
13117,18,18003,北神谷郵便局,神谷2-12-3,0,数値地図,139.72961870,35.77009304
13117,18,18003,北田端新町郵便局,田端新町2-14-8,0,数値地図,139.76431178,35.74054779
13117,18,18003,北田端郵便局,田端3-4-10,0,数値地図,139.75463207,35.73501735
13117,18,18003,北浮間二郵便局,浮間2-10-10,0,数値地図,139.69891783,35.79101986
13117,18,18003,北浮間郵便局,浮間3-19-1,0,数値地図,139.69949841,35.78723712
13117,18,18003,北豊島三郵便局,豊島3-17-20,0,数値地図,139.74718418,35.76198617
13117,18,18003,北豊島団地内郵便局,豊島5-5-5,0,数値地図画像,139.75219187,35.76635527
13117,18,18003,北豊島二郵便局,豊島2-1-9,0,数値地図,139.74172380,35.75638940
13117,18,18003,北豊島郵便局,豊島7-32-8,0,数値地図,139.74230386,35.76649662
13117,18,18003,北堀船郵便局,堀船2-2-18,0,数値地図,139.74678465,35.75220664
13118,18,18003,荒川五郵便局,荒川5-11-12,0,数値地図,139.77750850,35.73907113
13118,18,18003,荒川汐入郵便局,南千住8-7-8,0,数値地図,
13118,18,18003,荒川西尾久三郵便局,西尾久3-25-18,0,数値地図,139.76197509,35.75269333
13118,18,18003,荒川西尾久七郵便局,西尾久7-16-13,0,数値地図,139.75654516,35.74902965
13118,18,18003,荒川西尾久二郵便局,西尾久2-16-7,0,数値地図,139.76298089,35.74763014
13118,18,18003,荒川町屋五郵便局,町屋5-6-5,0,数値地図,139.77862114,35.74996374
13118,18,18003,荒川町屋郵便局,町屋1-19-9,0,数値地図,139.78276051,35.74352899
13118,18,18003,荒川東尾久四郵便局,東尾久4-21-6,0,数値地図画像,139.76705871,35.74278101
13118,18,18003,荒川東尾久二郵便局,東尾久2-40-2,0,数値地図,139.77085011,35.74340892
13118,18,18003,荒川東尾久八郵便局,東尾久8-13-2,0,数値地図,139.77016914,35.74946080
13118,18,18003,荒川東尾久六郵便局,東尾久6-11-7,0,数値地図,139.77492735,35.74662531
13118,18,18003,荒川南千住五郵便局,南千住5-39-5,0,数値地図,139.79730655,35.73374384
13118,18,18003,荒川南千住郵便局,南千住6-1-8,0,数値地図,139.78919951,35.73588304
13118,18,18003,荒川北町屋郵便局,町屋8-3-11,0,数値地図,139.78462638,35.74841698
13118,18,18003,西日暮里駅前郵便局,西日暮里5-11-8,0,数値地図,139.76878969,35.73260455
13118,18,18003,西日暮里郵便局,西日暮里1-60-3,0,数値地図,139.77230612,35.73488789
13118,18,18003,東日暮里二郵便局,東日暮里2-27-7,0,数値地図,139.78499984,35.72923891
13118,18,18003,東日暮里六郵便局,東日暮里6-7-2,0,数値地図,139.77822814,35.73093026
13118,18,18003,日暮里駅前郵便局,西日暮里2-21-6-102,0,数値地図画像,
13119,18,18003,志村橋郵便局,坂下3-25-2,0,数値地図,139.68301353,35.78909224
13119,18,18003,上板橋郵便局,上板橋2-2-13,0,数値地図,139.67399587,35.76222571
13119,18,18003,新板橋郵便局,大和町6-11,0,数値地図,139.70652668,35.75804666
13119,18,18003,赤塚三郵便局,赤塚3-7-12,0,数値地図画像,139.63756797,35.77638712
13119,18,18003,大山駅前郵便局,大山東町16-6,0,数値地図,139.70446337,35.74862826
13119,18,18003,大東文化学園内郵便局,高島平1-9-1,0,数値地図,139.66802069,35.78257866
13119,18,18003,中板橋郵便局,中板橋13-8,0,数値地図,139.69730536,35.75534397
13119,18,18003,板橋ハッピーロード郵便局,大山町3-3,0,数値地図,139.70219694,35.74749500
13119,18,18003,板橋向原郵便局,向原2-24-27,0,数値地図,139.68177949,35.74114232
13119,18,18003,板橋幸町郵便局,幸町37-2,0,数値地図,
13119,18,18003,板橋高島平七郵便局,高島平7-27-1,0,数値地図,139.65778531,35.79123269
13119,18,18003,板橋高島平郵便局,高島平5-10-11,0,数値地図,139.64487808,35.78892174
13119,18,18003,板橋坂下一郵便局,坂下1-3-1,0,数値地図,139.68905779,35.77990182
13119,18,18003,板橋坂下郵便局,坂下1-16-10,0,数値地図画像,139.68195006,35.77944338
13119,18,18003,板橋三園郵便局,三園1-22-23,0,数値地図,139.63724267,35.78924360
13119,18,18003,板橋四郵便局,板橋4-62-4,0,数値地図,
13119,18,18003,板橋志村郵便局,志村1-12-27,0,数値地図,139.69680459,35.77411939
13119,18,18003,板橋舟渡郵便局,舟渡2-5-10,0,数値地図,139.68869348,35.79415276
13119,18,18003,板橋小茂根郵便局,小茂根2-31-10,0,数値地図,139.67859889,35.74802753
13119,18,18003,板橋常盤台三郵便局,常盤台3-16-11,0,数値地図,
13119,18,18003,板橋常盤台郵便局,常盤台1-30-9,0,数値地図,
13119,18,18003,板橋新河岸団地内郵便局,新河岸2-10-15-107,0,数値地図,
13119,18,18003,板橋成増ヶ丘郵便局,成増3-13-1,0,数値地図,139.63232667,35.77870892
13119,18,18003,板橋成増郵便局,成増1-28-10,0,数値地図,139.63134351,35.77618422
13119,18,18003,板橋清水郵便局,清水町20-5,0,数値地図,139.70554038,35.76430975
13119,18,18003,板橋西台駅前郵便局,高島平9-3-14,0,数値地図,139.67257011,35.78926121
13119,18,18003,板橋西台郵便局,西台3-18-11,0,数値地図,139.67015133,35.77391868
13119,18,18003,板橋赤塚新町郵便局,赤塚新町1-25-10,0,数値地図,139.64327881,35.77056295
13119,18,18003,板橋赤塚郵便局,赤塚6-40-11,0,数値地図,139.64689760,35.77967585
13119,18,18003,板橋前野郵便局,前野町4-21-22（イズミヤ板橋店1F）,0,数値地図画像,139.69160789,35.77122238
13119,18,18003,板橋大山郵便局,大山西町52-12,0,数値地図,139.69681401,35.74880027
13119,18,18003,板橋大谷口北郵便局,大谷口北町76-4,0,数値地図,139.68639263,35.74880268
13119,18,18003,板橋大谷口郵便局,大谷口上町49-8,0,数値地図画像,139.69120900,35.74668642
13119,18,18003,板橋中丸郵便局,中丸町17-14,0,数値地図,140.61327745,36.56039309
13119,18,18003,板橋中台二郵便局,中台2-30-15,0,数値地図,139.68225861,35.77261362
13119,18,18003,板橋中台郵便局,中台1-34-7,0,数値地図,139.67783982,35.76566707
13119,18,18003,板橋東新町郵便局,東新町2-56-2,0,数値地図,139.68315380,35.75311318
13119,18,18003,板橋徳丸五郵便局,徳丸5-5-5,0,数値地図,139.65410824,35.77634303
13119,18,18003,板橋徳丸三郵便局,徳丸3-10-8,0,数値地図,139.65476398,35.76999100
13119,18,18003,板橋徳丸郵便局,徳丸2-28-9,0,数値地図,139.66303806,35.77514890
13119,18,18003,板橋南常盤台郵便局,南常盤台1-20-3,0,数値地図,
13119,18,18003,板橋富士見郵便局,富士見町31-6,0,数値地図,139.69608572,35.76115987
13119,18,18003,板橋弥生郵便局,弥生町12-8,0,数値地図,139.69419184,35.75262753
13119,18,18003,板橋蓮根郵便局,蓮根2-31-10,0,数値地図画像,139.67800861,35.78413989
13119,18,18003,板橋蓮沼郵便局,蓮沼町23-7,0,数値地図,139.70213766,35.76947568
13120,18,18003,下石神井三郵便局,下石神井3-7-1,0,数値地図,139.60665566,35.73298009
13120,18,18003,上石神井郵便局,上石神井1-17-13,0,数値地図,139.59004623,35.72572768
13120,18,18003,石神井公園駅前郵便局,石神井町3-25-11,0,数値地図,139.60454430,35.74362607
13120,18,18003,石神井四郵便局,石神井町4-28-13,0,数値地図,139.60143596,35.75017247
13120,18,18003,石神井台六郵便局,石神井台6-15-8,0,数値地図,139.58251578,35.73830110
13120,18,18003,武蔵関駅前郵便局,関町北4-6-11,0,数値地図,139.57697774,35.72861039
13120,18,18003,練馬旭丘郵便局,旭丘1-76-3,0,数値地図,139.67231105,35.73693419
13120,18,18003,練馬旭町郵便局,旭町2-43-11,0,数値地図,139.63118257,35.77178752
13120,18,18003,練馬下石神井通郵便局,上石神井3-9-1,0,数値地図,139.59927022,35.73238827
13120,18,18003,練馬貫井郵便局,貫井5-10-4,0,数値地図,139.63396409,35.74231869
13120,18,18003,練馬関一郵便局,関町南1-6-1,0,数値地図,139.59197129,35.71999782
13120,18,18003,練馬関町郵便局,関町北2-3-4,0,数値地図,139.57475870,35.72317206
13120,18,18003,練馬光が丘団地内郵便局,光が丘5-5-6,0,数値地図,139.62569448,35.76345221
13120,18,18003,練馬高松三郵便局,高松3-21-19,0,数値地図,139.62768371,35.75119252
13120,18,18003,練馬高松郵便局,高松6-7-9,0,数値地図,139.61829535,35.75759988
13120,18,18003,練馬高野台駅前郵便局,高野台1-7-3,0,数値地図,139.61583230,35.74155163
13120,18,18003,練馬高野台郵便局,高野台5-39-11,0,数値地図,139.60846871,35.74992269
13120,18,18003,練馬桜台二郵便局,桜台2-17-13,0,数値地図,139.66738896,35.74374438
13120,18,18003,練馬桜台郵便局,豊玉上2-22-14,0,数値地図,139.66052040,35.73726716
13120,18,18003,練馬四郵便局,練馬4-25-14,0,数値地図,139.64929892,35.74234963
13120,18,18003,練馬春日南郵便局,春日町1-12-3,0,数値地図,139.64762660,35.74815171
13120,18,18003,練馬春日二郵便局,春日町2-7-31,0,数値地図画像,139.64696809,35.75382327
13120,18,18003,練馬春日郵便局,春日町6-1-3,0,数値地図,139.63884943,35.75170941
13120,18,18003,練馬小竹郵便局,小竹町2-42-4,0,数値地図,139.67615487,35.74337245
13120,18,18003,練馬上石神井北郵便局,上石神井4-8-9,0,数値地図,139.58825173,35.73086873
13120,18,18003,練馬西大泉五郵便局,西大泉5-29-8,0,数値地図,139.56674699,35.75980646
13120,18,18003,練馬西大泉三郵便局,西大泉3-32-5,0,数値地図,139.57624609,35.76081220
13120,18,18003,練馬西大泉二郵便局,西大泉2-1-32,0,数値地図,139.57994870,35.75436867
13120,18,18003,練馬早宮郵便局,早宮3-9-22,0,数値地図,139.65509804,35.75134597
13120,18,18003,練馬大泉学園北郵便局,大泉学園町8-32-2,0,数値地図,139.59326395,35.77428566
13120,18,18003,練馬大泉学園郵便局,大泉学園町6-11-44,0,数値地図,139.58684234,35.76925843
13120,18,18003,練馬大泉四郵便局,大泉町4-28-13,0,数値地図,139.59575549,35.76268190
13120,18,18003,練馬大泉二郵便局,大泉町2-51-1,0,数値地図,139.60651292,35.76110188
13120,18,18003,練馬谷原郵便局,谷原2-2-23,0,数値地図,139.61751234,35.75104227
13120,18,18003,練馬中村二郵便局,中村2-5-10,0,数値地図,139.64502747,35.73244230
13120,18,18003,練馬中村郵便局,中村北3-15-5,0,数値地図,139.63884725,35.73649725
13120,18,18003,練馬田柄東郵便局,田柄1-19-21,0,数値地図,139.64915923,35.76180575
13120,18,18003,練馬田柄二郵便局,田柄2-19-36,0,数値地図,139.64480389,35.76564966
13120,18,18003,練馬田柄郵便局,田柄3-14-3,0,数値地図,139.63633541,35.75972513
13120,18,18003,練馬土支田郵便局,土支田2-29-16,0,数値地図,139.61309277,35.76491830
13120,18,18003,練馬東大泉三郵便局,東大泉3-19-14,0,数値地図画像,139.58650102,35.75149419
13120,18,18003,練馬東大泉四郵便局,東大泉4-31-8,0,数値地図,139.58722301,35.75579094
13120,18,18003,練馬東大泉七郵便局,東大泉7-35-25,0,数値地図,139.57936846,35.74723336
13120,18,18003,練馬東大泉二郵便局,東大泉2-15-8,0,数値地図,139.59720844,35.75274984
13120,18,18003,練馬南大泉一郵便局,南大泉1-15-38,0,数値地図,139.57626081,35.73664002
13120,18,18003,練馬南大泉五郵便局,南大泉5-21-24,0,数値地図,139.57347720,35.75038005
13120,18,18003,練馬南大泉三郵便局,南大泉3-19-34,0,数値地図,139.56923889,35.74396401
13120,18,18003,練馬南田中二郵便局,南田中2-14-3,0,数値地図,139.61794913,35.73247772
13120,18,18003,練馬南田中郵便局,南田中3-5-6,0,数値地図,139.62060979,35.73815215
13120,18,18003,練馬二郵便局,練馬2-21-7,0,数値地図,139.65608724,35.74232480
13120,18,18003,練馬氷川台郵便局,氷川台4-49-1,0,数値地図画像,139.66627758,35.75187396
13120,18,18003,練馬富士見台四郵便局,富士見台4-11-12,0,数値地図,139.43133369,35.68550611
13120,18,18003,練馬平和台一郵便局,平和台1-38-25,0,数値地図画像,139.66398854,35.76020904
13120,18,18003,練馬平和台郵便局,平和台4-21-12,0,数値地図,139.65623649,35.75958949
13120,18,18003,練馬豊玉中郵便局,豊玉中1-17-1,0,数値地図,139.66257324,35.73151786
13120,18,18003,練馬豊玉郵便局,豊玉中2-27-2,0,数値地図,139.65696822,35.73031507
13120,18,18003,練馬北町郵便局,北町1-32-5,0,数値地図,139.66471321,35.76692492
13120,18,18003,練馬立野郵便局,立野町8-7,0,数値地図,139.58353329,35.71459266
13121,18,18003,綾瀬駅前郵便局,綾瀬4-5-2,0,数値地図,139.82131101,35.76215756
13121,18,18003,花畑西郵便局,花畑4-28-3,0,数値地図,139.80684687,35.80449973
13121,18,18003,西新井駅前郵便局,西新井栄町2-7-9,0,数値地図,139.78909923,35.77787721
13121,18,18003,千住河原郵便局,千住河原町23-2,0,数値地図,139.79833695,35.74152382
13121,18,18003,千住竜田郵便局,千住竜田町20-9,0,数値地図,139.79471129,35.75276381
13121,18,18003,足立ひとつや郵便局,一ツ家2-13-3,0,数値地図,139.81098610,35.78309384
13121,18,18003,足立旭町郵便局,千住旭町27-13,0,数値地図,139.80907441,35.74920645
13121,18,18003,足立綾瀬郵便局,綾瀬4-31-10,0,数値地図,139.82431326,35.76858739
13121,18,18003,足立伊興二郵便局,伊興2-18-1,0,数値地図,139.78234087,35.79370298
13121,18,18003,足立一郵便局,足立1-11-10,0,数値地図,139.80407363,35.76438754
13121,18,18003,足立花畑一郵便局,花畑1-15-18,0,数値地図,139.81204384,35.79908095
13121,18,18003,足立花畑五郵便局,花畑5-12-27,0,数値地図画像,139.81013542,35.80733838
13121,18,18003,足立花畑郵便局,南花畑3-19-25,0,数値地図画像,139.82732342,35.79064863
13121,18,18003,足立関原郵便局,関原2-37-16,0,数値地図,139.78844417,35.76776724
13121,18,18003,足立宮元町郵便局,千住宮元町19-3,0,数値地図,139.79486190,35.74627315
13121,18,18003,足立宮城郵便局,宮城1-12-19,0,数値地図,139.75697241,35.75841746
13121,18,18003,足立興野郵便局,興野2-31-9,0,数値地図,139.77460647,35.76796406
13121,18,18003,足立栗原北郵便局,栗原2-17-6,0,数値地図,139.78893787,35.78489586
13121,18,18003,足立古千谷郵便局,古千谷本町2-20-12,0,数値地図,139.77419394,35.80594286
13121,18,18003,足立弘道郵便局,弘道1-30-3,0,数値地図,139.81043664,35.77060637
13121,18,18003,足立江北四郵便局,江北4-2-4,0,数値地図,139.76919284,35.77262447
13121,18,18003,足立江北郵便局,江北6-30-21,0,数値地図,139.76965071,35.78282047
13121,18,18003,足立佐野郵便局,佐野2-11-12,0,数値地図,139.84089746,35.78653803
13121,18,18003,足立三郵便局,足立3-18-16,0,数値地図,139.81094260,35.76204910
13121,18,18003,足立鹿浜八郵便局,鹿浜8-11-4,0,数値地図,139.76212620,35.78808351
13121,18,18003,足立鹿浜郵便局,鹿浜2-34-19,0,数値地図,139.75118571,35.78362255
13121,18,18003,足立舎人郵便局,舎人5-17-4,0,数値地図画像,139.76650554,35.81188354
13121,18,18003,足立新田郵便局,新田2-12-8,0,数値地図,139.74193140,35.77263198
13121,18,18003,足立西綾瀬郵便局,西綾瀬3-39-7,0,数値地図,139.81546416,35.76639863
13121,18,18003,足立西伊興郵便局,西伊興1-9-30,0,数値地図,139.77490551,35.79049754
13121,18,18003,足立西加平郵便局,青井4-45-6,0,数値地図,139.82151044,35.77642809
13121,18,18003,足立西新井栄町郵便局,西新井栄町1-4-12,0,数値地図,139.79075763,35.77324445
13121,18,18003,足立西新井二郵便局,西新井2-21-8,0,数値地図,139.77941366,35.78518440
13121,18,18003,足立西新井本町郵便局,西新井本町2-21-2,0,数値地図,139.77398673,35.77565202
13121,18,18003,足立西新井郵便局,西新井1-5-2,0,数値地図,139.78072770,35.77837690
13121,18,18003,足立西竹の塚郵便局,西竹の塚2-4-17,0,数値地図,139.78877638,35.79570295
13121,18,18003,足立西保木間郵便局,西保木間4-5-14-106,0,数値地図画像,
13121,18,18003,足立青井郵便局,青井6-22-10,0,数値地図,139.81378328,35.77773059
13121,18,18003,足立大川町郵便局,千住大川町20-13,0,数値地図,139.79843304,35.75550801
13121,18,18003,足立大谷田団地内郵便局,大谷田1-1-4,0,数値地図,139.84454184,35.77841691
13121,18,18003,足立谷中三郵便局,谷中3-19-5,0,数値地図,139.76390669,35.72990731
13121,18,18003,足立谷中郵便局,谷中2-5-1,0,数値地図,139.83043746,35.77695589
13121,18,18003,足立竹の塚郵便局,竹の塚5-8-17,0,数値地図,139.79583696,35.79437001
13121,18,18003,足立中居郵便局,千住中居町17-24,0,数値地図,139.79914184,35.74932836
13121,18,18003,足立中川郵便局,中川3-3-17,0,数値地図,139.85275811,35.76951536
13121,18,18003,足立仲町郵便局,千住仲町19-13,0,数値地図,139.80175582,35.74615947
13121,18,18003,足立椿郵便局,椿2-18-15,0,数値地図,139.76057386,35.77996501
13121,18,18003,足立島根郵便局,島根2-19-13,0,数値地図,139.79785945,35.78228530
13121,18,18003,足立東綾瀬郵便局,東綾瀬1-18-17,0,数値地図,139.83382094,35.76470192
13121,18,18003,足立東伊興郵便局,伊興本町2-7-10,0,数値地図画像,139.78669027,35.80108278
13121,18,18003,足立東和二郵便局,東和2-15-16,0,数値地図,139.84299501,35.76902091
13121,18,18003,足立東和郵便局,東和4-8-5,0,数値地図,139.84146725,35.77255654
13121,18,18003,足立入谷郵便局,入谷9-15-1,0,数値地図,139.75682603,35.80801421
13121,18,18003,足立梅田郵便局,梅田6-32-1,0,数値地図,139.79746000,35.77005613
13121,18,18003,足立梅島郵便局,梅島2-2-10,0,数値地図,139.80302870,35.77614445
13121,18,18003,足立保木間四郵便局,保木間4-1-17,0,数値地図,139.80369457,35.79702825
13121,18,18003,足立保木間郵便局,保木間1-31-11,0,数値地図,139.81038871,35.78947367
13121,18,18003,足立本木一郵便局,本木1-1-12,0,数値地図,139.78797784,35.76152351
13121,18,18003,足立本木郵便局,本木北町1-8,0,数値地図,139.78114215,35.76471183
13121,18,18003,足立柳原郵便局,柳原1-9-14,0,数値地図,139.81276039,35.74662359
13121,18,18003,足立六町郵便局,六町4-2-4,0,数値地図,
13121,18,18003,足立六木郵便局,六木4-7-30,0,数値地図,139.83756690,35.79610898
13121,18,18003,北千住郵便局,千住4-15-7,0,数値地図,139.80417156,35.75402504
13121,18,18003,六月町郵便局,六月2-22-15,0,数値地図,
13122,18,18003,お花茶屋駅前郵便局,宝町2-34-13-113,0,数値地図,
13122,18,18003,葛飾奥戸郵便局,奥戸3-28-9,0,数値地図,139.86372243,35.73458655
13122,18,18003,葛飾鎌倉郵便局,鎌倉4-10-7,0,数値地図,139.88050682,35.74698787
13122,18,18003,葛飾亀有二郵便局,亀有2-15-20,0,数値地図,139.84896990,35.75817242
13122,18,18003,葛飾区役所内郵便局,立石5-13-1,0,数値地図,139.84740682,35.74298530
13122,18,18003,葛飾高砂四郵便局,高砂4-2-26-101,0,数値地図,
13122,18,18003,葛飾高砂七郵便局,高砂7-21-10,0,数値地図画像,139.86618256,35.75490626
13122,18,18003,葛飾細田郵便局,細田3-28-5,0,数値地図,
13122,18,18003,葛飾四つ木郵便局,四つ木4-2-2,0,数値地図画像,139.83301741,35.73625346
13122,18,18003,葛飾柴又一郵便局,柴又1-11-8,0,数値地図,139.87125997,35.75578112
13122,18,18003,葛飾柴又郵便局,柴又4-10-7,0,数値地図,139.87675962,35.75595879
13122,18,18003,葛飾小菅郵便局,小菅1-10-11,0,数値地図,139.81951988,35.75491677
13122,18,18003,葛飾新宿二郵便局,新宿2-25-5,0,数値地図,139.85804952,35.76249421
13122,18,18003,葛飾水元五郵便局,水元5-1-9,0,数値地図,139.85785170,35.78902926
13122,18,18003,葛飾水元郵便局,東水元3-4-18,0,数値地図,139.86620684,35.78306058
13122,18,18003,葛飾西亀有郵便局,西亀有3-39-12,0,数値地図,139.84194257,35.76194962
13122,18,18003,葛飾西新小岩郵便局,西新小岩5-31-11,0,数値地図,139.85200749,35.72349842
13122,18,18003,葛飾西水元郵便局,西水元5-11-5,0,数値地図,139.85456872,35.78460214
13122,18,18003,葛飾青戸三郵便局,青戸3-12-16,0,数値地図,139.84907870,35.74724319
13122,18,18003,葛飾青戸四郵便局,青戸4-28-13,0,数値地図,139.85115326,35.75314530
13122,18,18003,葛飾青戸郵便局,青戸3-38-4,0,数値地図,139.85531153,35.74600452
13122,18,18003,葛飾東金町五郵便局,東金町5-32-3,0,数値地図画像,139.87862842,35.77783056
13122,18,18003,葛飾東金町二郵便局,東金町2-17-13,0,数値地図,139.86806254,35.77224266
13122,18,18003,葛飾東金町郵便局,東金町3-9-1,0,数値地図,139.87521212,35.77175926
13122,18,18003,葛飾東四つ木郵便局,東四つ木3-47-5,0,数値地図画像,139.83974475,35.72940695
13122,18,18003,葛飾東新小岩郵便局,東新小岩3-11-5,0,数値地図,139.86076230,35.72268196
13122,18,18003,葛飾東新小岩六郵便局,東新小岩6-16-2,0,数値地図,139.85977873,35.72772595
13122,18,18003,葛飾東堀切三郵便局,東堀切3-29-12,0,数値地図,139.84018751,35.75476999
13122,18,18003,葛飾東堀切二郵便局,東堀切2-21-24,0,数値地図,139.83630757,35.75064832
13122,18,18003,葛飾東立石郵便局,東立石3-27-1,0,数値地図,139.84673507,35.73450838
13122,18,18003,葛飾南水元二郵便局,南水元2-27-16,0,数値地図,139.86020180,35.77808082
13122,18,18003,葛飾白鳥郵便局,白鳥3-22-9,0,数値地図,139.84567318,35.75312580
13122,18,18003,葛飾堀切一郵便局,堀切1-42-10,0,数値地図,139.83338075,35.74226631
13122,18,18003,葛飾堀切八郵便局,堀切8-1-7,0,数値地図画像,139.82880784,35.75684728
13122,18,18003,葛飾堀切郵便局,堀切4-11-2,0,数値地図,139.82636715,35.74750979
13122,18,18003,葛飾堀切六郵便局,堀切6-28-12,0,数値地図,139.83089950,35.75366721
13122,18,18003,葛飾立石一郵便局,立石1-8-19,0,数値地図,139.84560175,35.73668041
13122,18,18003,亀有駅前郵便局,亀有5-37-7,0,数値地図,139.84819738,35.76858214
13122,18,18003,亀有郵便局,亀有3-33-1,0,数値地図,139.84896690,35.76417719
13122,18,18003,金町郵便局,金町5-31-14,0,数値地図,139.86969586,35.76875424
13122,18,18003,高砂郵便局,高砂5-27-6,0,数値地図,139.86663541,35.75172057
13122,18,18003,新小岩駅前郵便局,新小岩1-48-13,0,数値地図,139.85965177,35.71642122
13122,18,18003,立石郵便局,立石8-7-10,0,数値地図,139.85230105,35.73782478
13123,18,18003,葛西クリーンタウン内郵便局,清新町1-3-9,0,数値地図,139.85581207,35.66236112
13123,18,18003,葛西駅前郵便局,中葛西3-29-19,0,数値地図,139.87277162,35.66565029
13123,18,18003,葛西仲町郵便局,東葛西7-19-16,0,数値地図,139.87850756,35.65804585
13123,18,18003,江戸川一之江郵便局,一之江4-6-15,0,数値地図,139.88010618,35.68945957
13123,18,18003,江戸川一郵便局,江戸川1-26-2,0,数値地図,139.90775125,35.68691417
13123,18,18003,江戸川区役所前郵便局,中央1-3-13,0,数値地図,139.68863200,35.82742214
13123,18,18003,江戸川今井郵便局,江戸川3-50-15,0,数値地図,139.88877794,35.68292483
13123,18,18003,江戸川鹿骨二郵便局,鹿骨2-45-1,0,数値地図,139.89387627,35.70996400
13123,18,18003,江戸川鹿骨郵便局,鹿骨5-14-12,0,数値地図,139.88804892,35.71162980
13123,18,18003,江戸川篠崎七郵便局,篠崎町7-8-20,0,数値地図,
13123,18,18003,江戸川篠崎郵便局,篠崎町3-23-6,0,数値地図,
13123,18,18003,江戸川春江五郵便局,春江町5-11-7,0,数値地図,139.87446543,35.68042095
13123,18,18003,江戸川小松川郵便局,小松川3-11-1,0,数値地図画像,139.85169222,35.69822001
13123,18,18003,江戸川松江郵便局,松江7-2-11,0,数値地図,139.87244029,35.68944203
13123,18,18003,江戸川松島郵便局,松島3-2-3,0,数値地図,139.85942735,35.71022154
13123,18,18003,江戸川上一色郵便局,上一色2-18-4,0,数値地図画像,139.87497459,35.72638225
13123,18,18003,江戸川上篠崎郵便局,上篠崎3-14-9,0,数値地図画像,139.90088406,35.71017797
13123,18,18003,江戸川西一之江郵便局,西一之江3-17-18,0,数値地図,139.87769780,35.69566979
13123,18,18003,江戸川船堀郵便局,船堀2-21-9,0,数値地図,139.86190269,35.68174496
13123,18,18003,江戸川中央三郵便局,中央3-24-18,0,数値地図,139.68601843,35.82443362
13123,18,18003,江戸川中央四郵便局,中央4-4-19,0,数値地図,140.87662722,38.25807118
13123,18,18003,江戸川中央郵便局,中央2-24-3,0,数値地図,139.72124337,35.57660935
13123,18,18003,江戸川中葛西一郵便局,中葛西1-49-14,0,数値地図,139.87157425,35.67347984
13123,18,18003,江戸川中葛西五郵便局,中葛西5-7-16,0,数値地図,139.86503909,35.66170598
13123,18,18003,江戸川長島郵便局,東葛西5-45-1,0,数値地図,139.88094034,35.66608682
13123,18,18003,江戸川椿郵便局,春江町3-48-13,0,数値地図,139.89062712,35.69596020
13123,18,18003,江戸川東葛西六郵便局,東葛西6-8-1,0,数値地図,139.87387167,35.66129529
